study_word,test_word,Reference,old_new,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,slider.response,slider.rt,test.started,text_2.started,textbox.started,text_3.started,mouse.started,test.stopped,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,_oo_,Book,old,,,,,0,2,2,13,44.76218790002167,,,,,,,,44.718182099983096,44.76218790002167,44.76218790002167,44.76218790002167,0.017285500012803823,54.71165579999797,"room
",[],[],[],[],[],[],[],527974,001,2024-11-05_14h38.48.524,word priming exp,2024.1.5,None,2024-11-05 14h39.14.370145 +0530,
,K_y_,Keys,old,,,,,0,3,3,8,54.754882899986114,,,,,,,,54.71403819997795,54.754882899986114,54.754882899986114,54.754882899986114,0.012406800000462681,56.861729500000365,,[0.03981481481481482],[-0.32685185185185184],[1],[0],[0],[2.139389999967534],['text_3'],527974,001,2024-11-05_14h38.48.524,word priming exp,2024.1.5,None,2024-11-05 14h39.14.370145 +0530,
,P_li_e,Police,old,,,,,0,4,4,7,56.90450000000419,,,,,,,,56.863973599975,56.90450000000419,56.90450000000419,56.90450000000419,0.007232300005853176,63.77298670000164,police,[0.03981481481481482],[-0.32685185185185184],[1],[0],[0],[6.900303500005975],['text_3'],527974,001,2024-11-05_14h38.48.524,word priming exp,2024.1.5,None,2024-11-05 14h39.14.370145 +0530,
,c_s_io_,Cushion,old,,,,,0,5,5,14,63.82384590001311,,,,,,,,63.77721630001906,63.82384590001311,63.82384590001311,63.82384590001311,0.010058199986815453,67.90448580001248,,[0.03981481481481482],[-0.32685185185185184],[1],[0],[0],[4.1162409000098705],['text_3'],527974,001,2024-11-05_14h38.48.524,word priming exp,2024.1.5,None,2024-11-05 14h39.14.370145 +0530,
,c_m_ra,Camera,new,,,,,0,6,6,19,67.94653050001943,,,,,,,,67.90835829998832,67.94653050001943,67.94653050001943,67.94653050001943,0.007805800007190555,71.27126060001319,camera,[0.03981481481481482],[-0.32685185185185184],[1],[0],[0],[3.353671299992129],['text_3'],527974,001,2024-11-05_14h38.48.524,word priming exp,2024.1.5,None,2024-11-05 14h39.14.370145 +0530,
,l_pt_p,Laptop,old,,,,,0,7,7,0,71.31878700002562,,,,,,,,71.27533899998525,71.31878700002562,71.31878700002562,71.31878700002562,0.009134899999480695,74.78916400001617,laptop,[0.03981481481481482],[-0.32685185185185184],[1],[0],[0],[3.502573299978394],['text_3'],527974,001,2024-11-05_14h38.48.524,word priming exp,2024.1.5,None,2024-11-05 14h39.14.370145 +0530,
,T_hi_t,Tshirt,old,,,,,0,8,8,2,74.83754370000679,,,,,,,,74.79230339999776,74.83754370000679,74.83754370000679,74.83754370000679,0.009961500007193536,82.11525069997879,tshirt,[0.03981481481481482],[-0.32685185185185184],[1],[0],[0],[7.312097800022457],['text_3'],527974,001,2024-11-05_14h38.48.524,word priming exp,2024.1.5,None,2024-11-05 14h39.14.370145 +0530,
,_a_bl_,Marble,old,,,,,0,9,9,11,82.16347630001837,,,,,,,,82.11773140000878,82.16347630001837,82.16347630001837,82.16347630001837,0.010834000015165657,88.57663650001632,,[0.03981481481481482],[-0.32685185185185184],[1],[0],[0],[6.447086399944965],['text_3'],527974,001,2024-11-05_14h38.48.524,word priming exp,2024.1.5,None,2024-11-05 14h39.14.370145 +0530,
,c_s_,Case,old,,,,,0,10,10,5,88.6268252999871,,,,,,,,88.57928890001494,88.6268252999871,88.6268252999871,88.6268252999871,0.011269799957517534,92.89190380001673,case,[0.04259259259259259],[-0.29259259259259257],[1],[0],[0],[4.300266300037038],['text_3'],527974,001,2024-11-05_14h38.48.524,word priming exp,2024.1.5,None,2024-11-05 14h39.14.370145 +0530,
,_ru_s_,Cruise,old,,,,,0,11,11,6,92.9452948999824,,,,,,,,92.89481410000008,92.9452948999824,92.9452948999824,92.9452948999824,0.01211660000262782,102.91706990002422,cruise,[],[],[],[],[],[],[],527974,001,2024-11-05_14h38.48.524,word priming exp,2024.1.5,None,2024-11-05 14h39.14.370145 +0530,
,v_s_,Vase,new,,,,,0,12,12,17,102.9740125000244,,,,,,,,102.91933509998489,102.9740125000244,102.9740125000244,102.9740125000244,0.04623360000550747,107.52958420000505,vase,[0.04259259259259259],[-0.29259259259259257],[1],[0],[0],[4.5871293999953195],['text_3'],527974,001,2024-11-05_14h38.48.524,word priming exp,2024.1.5,None,2024-11-05 14h39.14.370145 +0530,
,p_nc_l,Pencil,new,,,,,0,13,13,16,107.5734505999717,,,,,,,,107.5337924999767,107.5734505999717,107.5734505999717,107.5734505999717,0.008076500031165779,112.4148722999962,pencil,[0.04259259259259259],[-0.29259259259259257],[1],[0],[0],[4.870762000035029],['text_3'],527974,001,2024-11-05_14h38.48.524,word priming exp,2024.1.5,None,2024-11-05 14h39.14.370145 +0530,
,_o_rd,Board,old,,,,,0,14,14,10,112.46264310000697,,,,,,,,112.41714330000104,112.46264310000697,112.46264310000697,112.46264310000697,0.008934799989219755,119.58646119997138,,[0.04259259259259259],[-0.29259259259259257],[1],[0],[0],[7.159319600032177],['text_3'],527974,001,2024-11-05_14h38.48.524,word priming exp,2024.1.5,None,2024-11-05 14h39.14.370145 +0530,
,bo_t_e,Bottle,new,,,,,0,15,15,18,119.63956410001265,,,,,,,,119.589403400023,119.63956410001265,119.63956410001265,119.63956410001265,0.011646999977529049,121.92192559997784,,[0.04259259259259259],[-0.29259259259259257],[1],[0],[0],[2.319925300020259],['text_3'],527974,001,2024-11-05_14h38.48.524,word priming exp,2024.1.5,None,2024-11-05 14h39.14.370145 +0530,
,_ha_t,Chart,old,,,,,0,16,16,1,121.96297659998527,,,,,,,,121.92435089999344,121.96297659998527,121.96297659998527,121.96297659998527,0.00929700001142919,129.1276958999806,chart,[0.04259259259259259],[-0.29259259259259257],[1],[0],[0],[7.193300399987493],['text_3'],527974,001,2024-11-05_14h38.48.524,word priming exp,2024.1.5,None,2024-11-05 14h39.14.370145 +0530,
,_ou_e,mouse,old,,,,,0,17,17,3,129.174782600021,,,,,,,,129.1305908000213,129.174782600021,129.174782600021,129.174782600021,0.00796809996245429,133.3698070999817,mouse,[0.04259259259259259],[-0.29259259259259257],[1],[0],[0],[4.230282299977262],['text_3'],527974,001,2024-11-05_14h38.48.524,word priming exp,2024.1.5,None,2024-11-05 14h39.14.370145 +0530,
,_ho_e,Phone,old,,,,,0,18,18,12,133.41455049999058,,,,,,,,133.37207350000972,133.41455049999058,133.41455049999058,133.41455049999058,0.010650200012605637,139.20496910001384,,[0.04259259259259259],[-0.29259259259259257],[1],[0],[0],[5.820812200021464],['text_3'],527974,001,2024-11-05_14h38.48.524,word priming exp,2024.1.5,None,2024-11-05 14h39.14.370145 +0530,
,ta_l_,Table,new,,,,,0,19,19,15,139.2483712999965,,,,,,,,139.2087699000258,139.2483712999965,139.2483712999965,139.2483712999965,0.00716510001802817,145.5598957000184,tally,[0.04259259259259259],[-0.29259259259259257],[1],[0],[0],[6.342765400011558],['text_3'],527974,001,2024-11-05_14h38.48.524,word priming exp,2024.1.5,None,2024-11-05 14h39.14.370145 +0530,
