study_word,test_word,Reference,old_new,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,slider.response,slider.rt,test.started,text_2.started,textbox.started,text_3.started,mouse.started,test.stopped,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,_ru_s_,Cruise,old,,,,,0,0,0,6,15.329238500038628,,,,,,,,15.295820600003935,15.329238500038628,15.329238500038628,15.329238500038628,0.022735800012014806,21.11024050001288,cruise,"[-0.025, 0.021296296296296296]","[0.06481481481481481, -0.31666666666666665]","[1, 1]","[0, 0]","[0, 0]","[1.7294044999871403, 5.805751900014002]",['text_3'],021558,001,2024-11-05_17h54.13.718,word priming exp,2024.1.5,None,2024-11-05 17h54.28.550930 +0530,
,P_s_ry,Pastry,old,,,,,0,1,1,4,21.162730300042313,,,,,,,,21.11576380004408,21.162730300042313,21.162730300042313,21.162730300042313,0.01136390003375709,26.865208000002895,pastry,[-0.03518518518518519],[-0.29814814814814816],[1],[0],[0],[5.737552999984473],['text_3'],021558,001,2024-11-05_17h54.13.718,word priming exp,2024.1.5,None,2024-11-05 17h54.28.550930 +0530,
,T_hi_t,Tshirt,old,,,,,0,2,2,2,26.897347500023898,,,,,,,,26.86670850001974,26.897347500023898,26.897347500023898,26.897347500023898,0.008038799976930022,31.78513130004285,tshirt,[-0.025],[-0.31666666666666665],[1],[0],[0],[4.909127599967178],['text_3'],021558,001,2024-11-05_17h54.13.718,word priming exp,2024.1.5,None,2024-11-05 17h54.28.550930 +0530,
,bo_t_e,Bottle,new,,,,,0,3,3,18,31.81679750001058,,,,,,,,31.788134300033562,31.81679750001058,31.81679750001058,31.81679750001058,0.005430300021544099,37.674334400042426,bootle,[-0.028703703703703703],[-0.30092592592592593],[1],[0],[0],[5.879224099975545],['text_3'],021558,001,2024-11-05_17h54.13.718,word priming exp,2024.1.5,None,2024-11-05 17h54.28.550930 +0530,
,_ha_t,Chart,old,,,,,0,4,4,1,37.719768700015265,,,,,,,,37.67685280001024,37.719768700015265,37.719768700015265,37.719768700015265,0.01063779997639358,47.68137140001636,,[],[],[],[],[],[],[],021558,001,2024-11-05_17h54.13.718,word priming exp,2024.1.5,None,2024-11-05 17h54.28.550930 +0530,
,_o_rd,Board,old,,,,,0,5,5,10,47.711490000016056,,,,,,,,47.68269370001508,47.711490000016056,47.711490000016056,47.711490000016056,0.011404999997466803,53.86378820001846,board,[0.03611111111111111],[-0.29814814814814816],[1],[0],[0],[6.17409890005365],['text_3'],021558,001,2024-11-05_17h54.13.718,word priming exp,2024.1.5,None,2024-11-05 17h54.28.550930 +0530,
,P_li_e,Police,old,,,,,0,6,6,7,53.89952620002441,,,,,,,,53.86659440002404,53.89952620002441,53.89952620002441,53.89952620002441,0.006536400003824383,58.034055900003295,police,[-0.024074074074074074],[-0.2972222222222222],[1],[0],[0],[4.159723100019619],['text_3'],021558,001,2024-11-05_17h54.13.718,word priming exp,2024.1.5,None,2024-11-05 17h54.28.550930 +0530,
,p_nc_l,Pencil,new,,,,,0,7,7,16,58.08243730000686,,,,,,,,58.03660960000707,58.08243730000686,58.08243730000686,58.08243730000686,0.010841300012543797,62.566786400042474,pencil,[0.019444444444444445],[-0.3111111111111111],[1],[0],[0],[4.5175997000187635],['text_3'],021558,001,2024-11-05_17h54.13.718,word priming exp,2024.1.5,None,2024-11-05 17h54.28.550930 +0530,
,K_y_,Keys,old,,,,,0,8,8,8,62.61340420000488,,,,,,,,62.56928719999269,62.61340420000488,62.61340420000488,62.61340420000488,0.008015799976419657,66.75923250004416,keys,[0.007407407407407408],[-0.3037037037037037],[1],[0],[0],[4.181029799976386],['text_3'],021558,001,2024-11-05_17h54.13.718,word priming exp,2024.1.5,None,2024-11-05 17h54.28.550930 +0530,
,c_s_,Case,old,,,,,0,9,9,5,66.79136140004266,,,,,,,,66.76248880004277,66.79136140004266,66.79136140004266,66.79136140004266,0.005197299993596971,76.79012000001967,,[],[],[],[],[],[],[],021558,001,2024-11-05_17h54.13.718,word priming exp,2024.1.5,None,2024-11-05 17h54.28.550930 +0530,
,P_st_r,Poster,old,,,,,0,10,10,9,76.83149950002553,,,,,,,,76.79389180004364,76.83149950002553,76.83149950002553,76.83149950002553,0.04096359998220578,85.59186730004149,poster,[-0.018518518518518517],[-0.29907407407407405],[1],[0],[0],[8.787440700049046],['text_3'],021558,001,2024-11-05_17h54.13.718,word priming exp,2024.1.5,None,2024-11-05 17h54.28.550930 +0530,
,c_m_ra,Camera,new,,,,,0,11,11,19,85.63030399999116,,,,,,,,85.59378440002911,85.63030399999116,85.63030399999116,85.63030399999116,0.0069497000076808035,95.5939350000117,,[],[],[],[],[],[],[],021558,001,2024-11-05_17h54.13.718,word priming exp,2024.1.5,None,2024-11-05 17h54.28.550930 +0530,
,l_pt_p,Laptop,old,,,,,0,12,12,0,95.62923520000186,,,,,,,,95.59577559999889,95.62923520000186,95.62923520000186,95.62923520000186,0.009243000007700175,103.23190430004615,laptop,[-0.05277777777777778],[-0.30833333333333335],[1],[0],[0],[7.627622900006827],['text_3'],021558,001,2024-11-05_17h54.13.718,word priming exp,2024.1.5,None,2024-11-05 17h54.28.550930 +0530,
,ta_l_,Table,new,,,,,0,13,13,15,103.2795366999926,,,,,,,,103.23648900003172,103.2795366999926,103.2795366999926,103.2795366999926,0.010866299970075488,110.77923280000687,tale,[0.07685185185185185],[-0.32222222222222224],[1],[0],[0],[7.531921699992381],['text_3'],021558,001,2024-11-05_17h54.13.718,word priming exp,2024.1.5,None,2024-11-05 17h54.28.550930 +0530,
,c_s_io_,Cushion,old,,,,,0,14,14,14,110.83168579998892,,,,,,,,110.78224210004555,110.83168579998892,110.83168579998892,110.83168579998892,0.012859000009484589,117.61385300004622,cushion,[0.058333333333333334],[-0.31851851851851853],[1],[0],[0],[6.81771650002338],['text_3'],021558,001,2024-11-05_17h54.13.718,word priming exp,2024.1.5,None,2024-11-05 17h54.28.550930 +0530,
,_ou_e,mouse,old,,,,,0,15,15,3,117.65505719999783,,,,,,,,117.61816499999259,117.65505719999783,117.65505719999783,117.65505719999783,0.008938900020439178,122.76691679999931,house,[0.058333333333333334],[-0.31851851851851853],[1],[0],[0],[5.13876750000054],['text_3'],021558,001,2024-11-05_17h54.13.718,word priming exp,2024.1.5,None,2024-11-05 17h54.28.550930 +0530,
,_a_bl_,Marble,old,,,,,0,16,16,11,122.81397399998968,,,,,,,,122.76924150000559,122.81397399998968,122.81397399998968,122.81397399998968,0.009226299996953458,132.77282680000644,,[],[],[],[],[],[],[],021558,001,2024-11-05_17h54.13.718,word priming exp,2024.1.5,None,2024-11-05 17h54.28.550930 +0530,
,v_s_,Vase,new,,,,,0,17,17,17,132.81562420004047,,,,,,,,132.77467000001343,132.81562420004047,132.81562420004047,132.81562420004047,0.022011599969118834,136.30745810002554,vase,[0.058333333333333334],[-0.31851851851851853],[1],[0],[0],[3.5155194000108168],['text_3'],021558,001,2024-11-05_17h54.13.718,word priming exp,2024.1.5,None,2024-11-05 17h54.28.550930 +0530,
,_ho_e,Phone,old,,,,,0,18,18,12,136.34286070003873,,,,,,,,136.30955100001302,136.34286070003873,136.34286070003873,136.34286070003873,0.008132299990393221,144.38749360002112,shore,[0.058333333333333334],[-0.31851851851851853],[1],[0],[0],[8.069074300001375],['text_3'],021558,001,2024-11-05_17h54.13.718,word priming exp,2024.1.5,None,2024-11-05 17h54.28.550930 +0530,
,_oo_,Book,old,,,,,0,19,19,13,144.428516999993,,,,,,,,144.38954940001713,144.428516999993,144.428516999993,144.428516999993,0.00870439998107031,147.3399514000048,book,[0.058333333333333334],[-0.31851851851851853],[1],[0],[0],[2.9407712999964133],['text_3'],021558,001,2024-11-05_17h54.13.718,word priming exp,2024.1.5,None,2024-11-05 17h54.28.550930 +0530,
