trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
10,0,10,0,28.535431900061667,,28.436345600057393,5,28.535431900061667,28.535431900061667,0.061947000212967396,30.804644799791276,[0.17],[-0.065],[1],[0],[0],[2.3091879999265075],['target'],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
11,0,11,0,30.934092999901623,,30.821163499727845,10,30.934092999901623,30.934092999901623,0.0894921999424696,32.803117599803954,[-0.13625],[-0.17375],[1],[0],[0],[1.8953521000221372],['target'],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
12,0,12,0,32.91700219968334,,32.811530199833214,10,32.91700219968334,32.91700219968334,0.06990719959139824,33.90720479981974,[-0.13625],[-0.17375],[1],[0],[0],[1.0260698995552957],[],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
13,0,13,0,34.12042459985241,,33.92913720011711,10,34.12042459985241,34.12042459985241,0.12777659995481372,37.418319999706,[-0.47],[0.24],[1],[0],[0],[3.3645321000367403],['target'],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
14,0,14,0,37.54906459990889,,37.4273342997767,10,37.54906459990889,37.54906459990889,0.08395829983055592,39.90533779980615,[-0.06125],[0.245],[1],[0],[0],[2.394834800157696],['target'],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
15,0,15,0,40.03188299993053,,39.92570489970967,10,40.03188299993053,40.03188299993053,0.07197389984503388,40.070239199791104,[-0.06125],[0.245],[1],[0],[0],[0.07535320008173585],[],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
16,0,16,0,40.198805099818856,,40.088017399888486,10,40.198805099818856,40.198805099818856,0.08274579979479313,43.06384909991175,[0.14375],[-0.46],[1],[0],[0],[2.893873800057918],['target'],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
17,0,17,0,43.19785750005394,,43.08581499988213,10,43.19785750005394,43.19785750005394,0.08152650017291307,48.35149719985202,[-0.27625],[0.04125],[1],[0],[0],[5.186263200361282],['target'],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
18,0,18,0,48.46411589998752,,48.360077999997884,10,48.46411589998752,48.46411589998752,0.0669726999476552,50.28284609969705,[0.14375],[0.3825],[1],[0],[0],[1.8568648998625576],['target'],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
19,0,19,0,50.44611269980669,,50.3067850000225,10,50.44611269980669,50.44611269980669,0.11414689989760518,52.18202039971948,[0.215],[-0.06875],[1],[0],[0],[1.7648611003533006],['target'],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
20,0,20,0,52.31224869983271,,52.19084340007976,10,52.31224869983271,52.31224869983271,0.0839364998973906,55.029959599953145,[0.49125],[-0.1675],[1],[0],[0],[2.7563932999037206],['target'],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
21,0,21,0,55.09732699999586,,55.03566619986668,5,55.09732699999586,55.09732699999586,0.03224280010908842,56.999763699714094,[-0.2825],[0.29375],[1],[0],[0],[1.9321905001997948],['target'],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
22,0,22,0,57.16161789977923,,57.013136100023985,10,57.16161789977923,57.16161789977923,0.11526869982481003,58.99626719998196,[0.2175],[0.1175],[1],[0],[0],[1.8697219002060592],['target'],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
23,0,23,0,59.1279160999693,,59.0036613997072,10,59.1279160999693,59.1279160999693,0.08121159998700023,60.69652279978618,[0.37],[-0.26125],[1],[0],[0],[1.6125254002399743],['target'],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
24,0,24,0,60.79359250003472,,60.704672599677,10,60.79359250003472,60.79359250003472,0.061915299855172634,66.42930250009522,[-0.4375],[0.4325],[1],[0],[0],[5.663390300236642],['target'],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
25,0,25,0,66.56064869975671,,66.44296129979193,10,66.56064869975671,66.56064869975671,0.0934680001810193,68.32916479976848,[0.18125],[0.435],[1],[0],[0],[1.7964023002423346],['target'],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
26,0,26,0,68.42578319972381,,68.34075090009719,5,68.42578319972381,68.42578319972381,0.05596049968153238,70.41304120002314,[-0.4],[0.0475],[1],[0],[0],[2.0189010999165475],['target'],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
27,0,27,0,70.49147100001574,,70.4242320000194,5,70.49147100001574,70.49147100001574,0.04241809993982315,72.34456649981439,[0.26625],[0.11],[1],[0],[0],[1.8801714996807277],['target'],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
28,0,28,0,72.49239089991897,,72.35772139998153,10,72.49239089991897,72.49239089991897,0.10187380015850067,75.12619789969176,[-0.3525],[-0.44125],[1],[0],[0],[2.6693895999342203],['target'],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
29,0,29,0,75.24086239980534,,75.13731910008937,10,75.24086239980534,75.24086239980534,0.06481010001152754,77.15937069989741,[-0.3725],[-0.03375],[1],[0],[0],[1.9591175001114607],['target'],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
30,0,30,0,77.30625799996778,,77.1670816000551,10,77.30625799996778,77.30625799996778,0.09396750014275312,80.707845099736,[0.4825],[-0.1525],[1],[0],[0],[3.4478138997219503],['target'],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
31,0,31,0,80.77301619993523,,80.71574699971825,5,80.77301619993523,80.77301619993523,0.036893199663609266,82.77533579990268,[0.12375],[-0.19125],[1],[0],[0],[2.0234099002555013],['target'],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
32,0,32,0,82.90551530010998,,82.789394099731,10,82.90551530010998,82.90551530010998,0.09069930016994476,85.60681769996881,[0.39625],[0.36],[1],[0],[0],[2.730233700014651],['target'],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
33,0,33,0,85.72074180003256,,85.61548339994624,10,85.72074180003256,85.72074180003256,0.07044819975271821,89.82823779992759,[-0.0825],[0.4975],[1],[0],[0],[4.142474599648267],['target'],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
34,0,34,0,89.95423709973693,,89.85864729993045,10,89.95423709973693,89.95423709973693,0.07153850002214313,94.32216299977154,[-0.16],[-0.43],[1],[0],[0],[4.395541400182992],['target'],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
35,0,35,0,94.4854227998294,,94.34005879983306,10,94.4854227998294,94.4854227998294,0.12128149997442961,96.92139860009775,[-0.39625],[0.0775],[1],[0],[0],[2.463248500134796],['target'],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
36,0,36,0,97.0350921000354,,96.9337046998553,10,97.0350921000354,97.0350921000354,0.06651109969243407,99.95354239968583,[0.01125],[0.475],[1],[0],[0],[2.9554478996433318],['target'],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
37,0,37,0,100.06750530004501,,99.9643903998658,10,100.06750530004501,100.06750530004501,0.06626749970018864,102.38561860006303,[0.4625],[0.4375],[1],[0],[0],[2.356583599932492],['target'],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
38,0,38,0,102.51710980013013,,102.39591099973768,10,102.51710980013013,102.51710980013013,0.0804059999063611,105.30199609976262,[-0.3475],[-0.195],[1],[0],[0],[2.8274304000660777],['target'],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
39,0,39,0,105.3660271000117,,105.31333329994231,5,105.3660271000117,105.3660271000117,0.037496100179851055,107.30506999976933,[-0.05],[0.45125],[1],[0],[0],[1.9560082000680268],['target'],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
40,0,40,0,107.46578759979457,,107.3195310998708,10,107.46578759979457,107.46578759979457,0.11281880037859082,109.23782919999212,[0.29],[0.43625],[1],[0],[0],[1.8072478999383748],['target'],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
41,0,41,0,109.34857810009271,,109.25844709994271,5,109.34857810009271,109.34857810009271,0.06167460000142455,111.35220069997013,[0.15375],[0.42875],[1],[0],[0],[2.034781000111252],['target'],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
42,0,42,0,111.43145469995216,,111.36592329991981,5,111.43145469995216,111.43145469995216,0.048416000325232744,112.92344169970602,[0.115],[0.23],[1],[0],[0],[1.5104110003449023],['target'],051461,001,2024-10-10_14h55.34.282,untitled,2024.1.5,None,2024-10-10 14h55.40.168871 +0530,
