reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
49,60,89,10,5,75,4,443.091837100219,,443.06839680019766,443.091837100219,444.0856785001233,444.0856785001233,444.1038254001178,446.78537840000354,t,2.6960388000588864,None,458358,001,2024-11-20_22h04.39.878,delay discounting exp,2024.1.5,None,2024-11-20 22h04.52.798791 +0530,
15,35,13,10,6,76,1,446.81678490014747,,446.78764410014264,446.81678490014747,447.8012869001832,447.8012869001832,447.81811300013214,451.34824090008624,t,3.537775499979034,None,458358,001,2024-11-20_22h04.39.878,delay discounting exp,2024.1.5,None,2024-11-20 22h04.52.798791 +0530,
40,55,62,11,0,77,3,451.3705331000965,,451.34967580018565,451.3705331000965,452.3642187002115,452.3642187002115,452.38087610015646,455.1631228001788,t,2.781663400121033,None,458358,001,2024-11-20_22h04.39.878,delay discounting exp,2024.1.5,None,2024-11-20 22h04.52.798791 +0530,
27,50,21,11,1,78,2,455.18177770008333,,455.16433670022525,455.18177770008333,456.18228530022316,456.18228530022316,456.2001236001961,459.7634323001839,t,3.565834099892527,None,458358,001,2024-11-20_22h04.39.878,delay discounting exp,2024.1.5,None,2024-11-20 22h04.52.798791 +0530,
78,80,162,11,2,79,6,459.79897600016557,,459.76606430020183,459.79897600016557,460.7774882002268,460.7774882002268,460.8104328000918,462.8644222000148,t,2.074062000028789,None,458358,001,2024-11-20_22h04.39.878,delay discounting exp,2024.1.5,None,2024-11-20 22h04.52.798791 +0530,
49,60,89,11,3,80,4,462.8955541001633,,462.86663610022515,462.8955541001633,463.8821962000802,463.8821962000802,463.90021950006485,467.43238200014457,t,3.5402393999975175,None,458358,001,2024-11-20_22h04.39.878,delay discounting exp,2024.1.5,None,2024-11-20 22h04.52.798791 +0530,
67,75,119,11,4,81,5,467.4650443000719,,467.435242400039,467.4650443000719,468.44828340015374,468.44828340015374,468.4664745000191,470.6770930001512,t,2.2272201001178473,None,458358,001,2024-11-20_22h04.39.878,delay discounting exp,2024.1.5,None,2024-11-20 22h04.52.798791 +0530,
15,35,13,11,5,82,1,470.69997560000047,,470.67804740020074,470.69997560000047,471.6909057002049,471.6909057002049,471.7075282000005,475.36020800005645,t,3.656471700174734,None,458358,001,2024-11-20_22h04.39.878,delay discounting exp,2024.1.5,None,2024-11-20 22h04.52.798791 +0530,
11,30,7,11,6,83,0,475.3883694000542,,475.3622497001197,475.3883694000542,476.37320300005376,476.37320300005376,476.3899003001861,479.5402927000541,l,3.1531229000538588,None,458358,001,2024-11-20_22h04.39.878,delay discounting exp,2024.1.5,None,2024-11-20 22h04.52.798791 +0530,
27,50,21,12,0,84,2,479.55852280021645,,479.54132940014824,479.55852280021645,480.55836700019427,480.55836700019427,480.57406810019165,483.87540660006925,t,3.3101836999412626,None,458358,001,2024-11-20_22h04.39.878,delay discounting exp,2024.1.5,None,2024-11-20 22h04.52.798791 +0530,
49,60,89,12,1,85,4,483.9035424001049,,483.8773829001002,483.9035424001049,484.89014890021645,484.89014890021645,484.90711580007337,487.08908460009843,t,2.1867428000550717,None,458358,001,2024-11-20_22h04.39.878,delay discounting exp,2024.1.5,None,2024-11-20 22h04.52.798791 +0530,
40,55,62,12,2,86,3,487.10969850001857,,487.09044650010765,487.10969850001857,488.1036709002219,488.1036709002219,488.1199321001768,490.7558967000805,t,2.6446056999266148,None,458358,001,2024-11-20_22h04.39.878,delay discounting exp,2024.1.5,None,2024-11-20 22h04.52.798791 +0530,
15,35,13,12,3,87,1,490.780263800174,,490.7575466001872,490.780263800174,491.7726580000017,491.7726580000017,491.800957800122,495.3880241001025,t,3.6132979998365045,None,458358,001,2024-11-20_22h04.39.878,delay discounting exp,2024.1.5,None,2024-11-20 22h04.52.798791 +0530,
67,75,119,12,4,88,5,495.4104785001837,,495.3896122002043,495.4104785001837,496.4018522000406,496.4018522000406,496.41874330001883,500.5033081001602,t,4.089049100177363,None,458358,001,2024-11-20_22h04.39.878,delay discounting exp,2024.1.5,None,2024-11-20 22h04.52.798791 +0530,
78,80,162,12,5,89,6,500.5254144000355,,500.50521350000054,500.5254144000355,501.5170806001406,501.5170806001406,501.5336003000848,504.05296350014396,t,2.528667900012806,None,458358,001,2024-11-20_22h04.39.878,delay discounting exp,2024.1.5,None,2024-11-20 22h04.52.798791 +0530,
11,30,7,12,6,90,0,504.079429600155,,504.05500850011595,504.079429600155,505.06760120019317,505.06760120019317,505.08389560016803,508.700065900106,t,3.6193202000577003,None,458358,001,2024-11-20_22h04.39.878,delay discounting exp,2024.1.5,None,2024-11-20 22h04.52.798791 +0530,
11,30,7,13,0,91,0,508.71526850014925,,508.70121630001813,508.71526850014925,509.7044087999966,509.7044087999966,509.7226831000298,513.3005339000374,l,3.5923613999038935,None,458358,001,2024-11-20_22h04.39.878,delay discounting exp,2024.1.5,None,2024-11-20 22h04.52.798791 +0530,
